অঁরি	anri:1	aunry:1	onry:1	ori:1
অনার্সে	honourse:1	honurse:1	onarshe:1
অনাহত	anahato:3	anahata:2	anaheta:1	anahota:1
অনাহার	anahar:3
অনাহারের	anaharer:3
অনিকা	anika:2	anikaa:1	onika:1
অনিকেত	aniket:3
অনিচ্ছা	anichcha:2	anichchha:1	anichchhaa:1
অনিচ্ছাকৃত	anichchakrita:2	anichchakrito:2	anichchhaakrito:1	anichchhakrito:1
অনিচ্ছাকৃতভাবে	anichchakritabhabe:2	anichchakritavabe:2	anichchakritobhabe:2	anichchakritovabe:2
অনিচ্ছুক	anichchuk:2	anichchhuk:1
অনিতা	anita:3	anitaa:1
অনিন্দ্য	anindya:2	aninda:1	anindo:1
অনিন্দ্যসুন্দর	anindyasundar:2	anindasundar:1	anindoshundor:1	anindosundar:1
অনিবন্ধিত	anibandhito:3	anibandhita:2	anibondhita:2	anibondhito:2
অনিবার্য	anibarjo:3	anibarja:2	anibaarjo:1
অনির্দিষ্ট	anirdishto:3	anirdishta:2
অনির্ধারিত	anirdharito:3	anirdharita:2	anirdhaarito:1
অনির্ভরযোগ্য	anirbharjoggo:1	anirbharjogya:1	anirbharjogyo:1	anirvarjogya:1
অনিল	anil:2	onil:1
অনিলের	aniler:2	oniler:1
অনিশ্চিত	anishchit:1	anishchita:1	anishchito:1	onischit:1
অনিষ্টের	anishter:3	onishter:1
অনীহা	aniha:3	aneeha:1	aniihaa:1
অনু	anu:2	onu:2
অনুকম্পা	onukampa:2	anukampa:1	onukampaa:1	onukompa:1
অনুকরণ	anukaran:1	anukaron:1	anukoron:1	onukaron:1
অনুকরণে	onukorone:2	anukarane:1	anukaraney:1	anukarone:1
অনুকল্প	onukolpo:2	anukalpa:1	anukalpo:1	anukolpo:1
অনুকুল	onukul:2	anukul:1	onukool:1
অনুকূল	onukul:2	anukul:1	onukool:1
অনুকূলচন্দ্র	onukulchondro:2	anukulchandra:1	onukoolchondro:1
অনুকূলে	anukule:2	onukule:2	anukuley:1
অনুক্রম	anukram:1	anukrom:1	onukrom:1	onukrome:1
অনুগত	onugato:2	angatou:1	anugato:1	onugoto:1
অনুগামী	anugami:1	onugamee:1	onugami:1	onugamii:1
অনুগামীদের	anugamider:1	onugameeder:1	onugamider:1	onugamiider:1
অনুগামীরা	anugamira:1	onugameera:1	onugamiira:1	onugamira:1
অনুগ্রহ	onugroho:2	anugraho:1	onugraho:1
অনুগ্রহে	onugrohe:2	anugrahe:1	onugrahe:1
অনুচিত	onuchit:2	anuchit:1	onucheet:1
অনুচ্ছেদ	anuchched:2	anuchhed:1	onuchhed:1
অনুচ্ছেদে	anuchchede:2	anuchede:1	onuchhede:1
অনুচ্ছেদের	anuchcheder:2	anucheder:1	onucheeder:1
অনুজ	anuj:3	onuj:1
অনুজ্জ্বল	anujjwal:2	anujjol:1	onujjol:1
অনুতাপের	anutaper:3	onutaper:1
অনুদান	onudan:2	anudan:3
অনুদানে	anudane:3	onudane:1
অনুদানের	anudaner:3	onudaner:1
অনুদিত	aditonu:1	anudeeto:1	anudito:1	onudito:1
অনুধাবন	anudhabon:3	onudhabon:1
অনুধাবনে	anudhabone:3	onudhabone:1
অনুন্নত	anunnato:2	anunnata:1	onunnoto:1
অনুপম	anupam:2	onupom:2
অনুপযুক্ত	onupojukto:2	anupajukta:1	anupojukta:1	onupozukto:1
অনুপযোগী	anupajogi:1	anupojogi:1	onupojogi:1	onupojogii:1
অনুপস্থিত	anupasthit:2	anuposthit:1	onupasthit:1	onuposthit:1
অনুপস্থিতি	anupasthiti:2	anuposthiti:1	onupasthiti:1	onuposthiti:1
অনুপস্থিতিতে	anuposthitite:2	anupasthitite:1	onupasthitite:1	onuposthitite:1
অনুপস্থিতির	anuposthitir:2	anupasthitir:1	onupasthitir:1	onuposthitir:1
অনুপাত	anupat:3	onupat:2
অনুপাতে	anupate:3	onupate:2
অনুপাতের	anupater:2	onupater:2
অনুপুঙ্খ	anupunkho:2	onupunkho:2	onupungkho:1
অনুপ্রবেশ	anuprobesh:2	anuprabesh:1	onooprobesh:1	onuprobesh:1
অনুপ্রবেশকারী	anuprabeshkari:1	anuprobeshkari:1	anuprobeshkary:1	onooprobeshkari:1
অনুপ্রবেশকারীরা	anuprobeshkarira:2	anuprabeshkarira:1	onooprobeshkarira:1	onuprobeshkarira:1
অনুপ্রবেশের	anuprobesher:2	anuprabesher:1	onooprobesher:1	onuprobesher:1
অনুপ্রাণিত	onupranito:3	anupranito:3	anupranita:1
অনুপ্রানিত	anupranito:2	anupranita:1	aupranito:1	onupranito:1
অনুপ্রেরণা	anuprerona:3	anuprerana:1	onuprerona:1
অনুপ্রেরণার	anupreronar:3	anupreranar:1	onupreronar:1
অনুবর্তী	anubarti:2	anuborti:2	onuborti:2	onubarti:1
অনুবাদ	anubad:3	onubad:2
অনুবাদক	anubadak:2	anubadok:2	onubadok:2	onubadak:1
অনুবাদিত	onubadito:3	anubadito:2	anubaadito:1	anubadeeto:1
অনুবাদে	anubade:3	onubade:3	anubaade:1	onubaade:1
অনুবাদের	onubader:3	anubader:2	anubaader:1	anubadder:1
অনুভব	onuvob:2	anubhab:1	anubhav:1	anuvab:1
অনুভবের	onuvober:3	onubhober:2	anuvaber:1	anuvober:1
অনুভুতি	onuvuti:3	onubhuti:2	anubhuti:1	anuvuti:1
অনুভূত	onuvuto:3	onubhuto:2	anuvuta:1	anuvuto:1
অনুভূতি	onuvuti:2	anubhuti:1	onnuvuti:1	onoobhooti:1
অনুভূতিকে	anubhutike:2	anuvutike:1	onuvutike:1
অনুভূতির	anubhutir:2	enuvuteer:1	onuvutir:1
অনুভূমিক	anubhumik:2	enuvumik:1	onuvumik:1
অনুমতি	onumoti:3	anumati:1	anumoti:1	enuvuti:1
অনুমতিপ্রাপ্ত	anumatiprapto:2	anumotiprapto:2	anumatiprapta:1	anumotiprapta:1
অনুমতির	anumotir:3	anumatir:1	onumotir:1
অনুমান	anuman:3	onuman:1
অনুমানটি	anumanti:2	onumanti:1
অনুমানভিত্তিক	anumanbhittik:2	onumanbhittik:1	onumanvittik:1
অনুমানের	anumaner:2	onumaner:1
অনুমিত	anumito:1	anumoti:1	onumito:1
অনুমোদন	anumodan:2	onumodon:1
অনুমোদনের	anumodaner:2	onumodoner:1
অনুমোদিত	anumodito:2	onumodito:1
অনুযোগ	anujog:2	onijog:1	onuzog:1
অনুর	anur:2	onur:1
অনুরক্ত	anurakro:1	anurakto:1	onurokto:1
অনুরাগ	anurag:2	onurag:2
অনুরাগী	anuragi:2	onuragee:1	onuragii:1
অনুরুপ	anurup:3	onurup:2	onuroop:1
অনুরূপ	anurup:3	onurup:2	onuroop:1
অনুরূপভাবে	anurupbhabe:2	anurupvabe:2	onurupbhabe:2	onuroopbhabe:1
অনুরোধ	onurodh:6	anurodh:3
অনুরোধে	anurodhe:2	anurodh:1	onurodh:1	onurodhe:1
অনুর্বর	anurbar:2	onurbor:2	anurbor:1	awnurbor:1
অনুলিপি	anulipi:3	onulipi:1
অনুশাসন	anushasan:2	anushashon:1	anushason:1	onishashon:1
অনুশীলন	anushilan:2	anushilon:1	onusiilon:1
অনুশীলনে	anushilane:2	anushilaney:2	anushilone:2	anushiloney:2
অনুশীলনের	anushilaner:2	anushiloner:2	onusiiloner:1
অনুষঙ্গ	anushanga:2	anushango:2	onusonggo:1	onusongo:1
অনুষঙ্গের	anushanger:2	anushonger:1	onushonger:1	onusonger:1
অনুষদ	anushad:2	onushod:2	anushod:1
অনুষদে	anushade:1	anushadey:1	anushode:1	onushode:1
অনুষদের	anushader:2	onushoder:2	anushoder:1
অনুষ্কা	anushka:2	onuska:1
অনুষ্টিত	onustito:2	anushtita:1	anusthito:1	onushthito:1
অনুষ্ঠান	onushthan:4	anushthan:2	onusthan:1
অনুষ্ঠানও	anishshanow:1	anoosthaano:1	anushtano:1	anusthano:1
অনুষ্ঠানকে	anushthankey:1	anusthaanke:1	anusthanke:1	onushtanke:1
অনুষ্ঠানগুলো	anushthangulo:2	anusthangulo:1	onushthangulo:1	onusthangulo:1
অনুষ্ঠানগুলোতে	anushthangulote:1	anushthangulotey:1	anusthangulote:1	onushthangulote:1
অনুষ্ঠানটি	anushthanti:2	onushthanti:2	anusthanti:1	onusthanti:1
অনুষ্ঠানটির	anushthantir:2	onushthantir:2	onusthantir:1
অনুষ্ঠানমালা	anushthanmala:2	onushthanmala:1	onusthanmala:1
অনুষ্ঠানস্থল	anushthansthol:2	anushthansthal:1	onushthansthol:1	onusthanshthol:1
অনুষ্ঠানে	onushthane:6	anushthane:1	anushthaney:1	anusthane:1
অনুষ্ঠানের	anusthaner:2	anushthaner:2	onushthaner:2
অনুষ্ঠিত	anushthito:4	onushthito:2	anushthita:1	onusthito:1
অনুষ্ঠিতব্য	anushthitobyo:2	onushthitobyo:2	anushthitabya:1	anushthitobbo:1
অনুসঙ্গ	onusongo:2	anusanga:1	anushango:1	anusongo:1
অনুসন্ধান	onusondhan:2	anusandhan:1	anushandhan:1	anusondhan:1
অনুসন্ধানী	anusandhani:2	anusondhani:2	onusondhani:1
অনুসন্ধানে	anusandhane:2	anusandhaney:1	anusondhan:1	anusondhane:1
অনুসন্ধানের	anusandhaner:2	anusondhaner:2	onusondhaner:1
অনুসরণ	anusoron:2	anusaran:2	anusaron:1	onusoron:1
অনুসরণে	anusorone:2	onushorone:2	onusorone:2	anushorone:1
অনুসরন	anusoron:2	onushoron:2	onusoron:2	anushoron:1
অনুসর্গ	anusorgo:2	onushorgo:2	onusorgo:2	anushorgo:1
অনুসারী	anusari:1	onusaree:1	onusari:1	onusharii:1
অনুসারীকে	anusarike:1	anusarikey:1	onusareeke:1	onusarike:1
অনুসারীদের	anusarider:2	onusareeder:1	onusarider:1
অনুসারীর	anusarir:2	onusareer:1	onusarir:1
অনুসারীরা	anusarira:2	onusareera:1	onusarira:1
অনুসারে	anusare:2	anusarey:1	onusaree:1	onusari:1
অনুসিদ্ধান্ত	anusiddhanto:2	anuseeddhanto:1	anusiddhanta:1	onusiddhanto:1
অনুসৃত	anusarrito:1	anusreeto:1	anusrita:1	anusrito:1
অনুৎসাহিত	anutsahito:2	anutsaheeto:1	anutsahita:1	onutsahito:1
অনূদিত	anudito:2	anudeeto:1	anudita:1	onudito:1
অনূর্ধ্ব	anurdho:2	anurdha:1	anurdhwa:1	onurdho:1
অনেক	onek:43	anek:3
অনেকই	anekei:1	aneki:1	anekyi:1	onekei:1
অনেককে	anekke:2	onekke:2	anekkay:1
অনেকক্ষণ	anekkhhon:1	anekkhon:1	anekkshon:1	anekkson:1
অনেকক্ষেত্রে	anekkhetre:2	anekksetre:1	anekkshetre:1	onekkhetre:1
অনেকখানি	anekkhani:3	onekkhani:2	anekkhaani:1	onekkhaani:1
অনেকগুণ	onekgun:3	onekgoon:2	anekgoon:1	anekgun:1
অনেকগুলি	onekguli:3	anekguli:2	anekgooli:1	onekgooli:1
অনেকগুলো	onekgulo:3	anekgulo:2
অনেকগুলোই	anekguloi:1	anekguloyi:1	onekguloi:1
অনেকটা	onekta:4	anekta:2
অনেকটাই	anektai:1	anektayi:1	onektai:1
অনেকদিন	onekdin:2	anekdin:1
অনেকদিনের	anekdiner:2	onekdiner:2
অনেকবার	onekbar:3	anekbaar:1	anekbar:1	onekbaar:1
অনেকরকম	onekrokom:3	anekrokom:1
অনেকাংশে	onekangshe:2	anekangshe:1	anekangshey:1	onekangse:1
অনেকাংশেই	onekangshei:2	anekangshei:1	onekangsei:1	onekansei:1
অনেকে	oneke:3	aneke:2
অনেকেই	onekei:3	anekei:2
অনেকের	oneker:3	aneker:2
অনেকেরই	anekeri:1	onekeri:1	onekerie:1	onekeryi:1
অনেক্ষণ	anekkan:1	anekkhhon:1	onekhon:1	onekkhhon:1
অনৈক্য	anaikya:1	anoikyo:1	onoikko:1	onoikkyo:1
অনৈচ্ছিক	anoichchik:1	onoicchik:1	onoichhik:1
অনৈতিক	anaitik:1	anoitik:1	onitik:1	onoitik:1
অনৈসলামিক	anaislamik:1	anoislamik:1	onoishlamik:1	onoislamic:1
অন্টারিও	ontario:2	antario:1	antarioo:1	anterio:1
অন্ত	anta:2	anto:1	onto:1
অন্তঃসার	ontosar:2	antasar:1	antosaar:1	antosar:1
অন্তঃস্থ	antahstha:1	antahstho:1	antastha:1	antohstha:1
অন্তত	ontoto:2	antata:1	antato:1	antota:1
অন্ততঃ	ontoto:2	antata:1	antatah:1	antotah:1
অন্ততপক্ষে	antatapakkhe:1	antatapakshe:1	antatapokkhe:1	antatopakkhe:1
অন্তবর্তীকালীন	antabortikalin:2	antabartikalin:1	antarbartikalin:1	antobartikalin:1
অন্তভাগে	antabhage:2	antarbhage:1	antarbhagey:1	antorbhage:1
অন্তর	antar:3	antor:1	ontor:1
অন্তরঙ্গ	antarango:3	antaranga:2	antoranga:2	antorango:2
অন্তরার	antarar:2	antorar:1	ontorar:1
অন্তরালে	antarale:2	antorale:1	ontorale:1
অন্তরীণ	antarin:2	antorin:1	ontorin:1
অন্তরীপ	antarip:2	antorip:1	ontorip:1
অন্তরে	antare:2	antore:1	ontore:1
অন্তরের	antarer:2	antorer:1	ontorer:1
অন্তর্গত	antorgoto:5	antargato:2	ontorgoto:1
অন্তর্দৃষ্টি	antordristi:2	antardrishti:1	antardristi:1	ontordristi:1
অন্তর্নিহিত	antarnihito:2	antornihito:2	antarnihita:1	antornihita:1
অন্তর্বর্তী	antarborti:2	antorborti:2	antarbarti:1	antorbarti:1
অন্তর্বর্তীকালীন	antarbortikalin:2	antarbartikalin:1	antorbartikalin:1	antorbortikalin:1
অন্তর্বাস	antarbas:3	antorbas:2
অন্তর্ভুক্ত	antorbhukto:8	antarvukta:2	antorvukta:2	antarbhukta:1
অন্তর্ভুক্তি	antarvukti:2	antorvukti:2	antarbhukti:1	antarbhutti:1
অন্তর্ভুক্তিমূলক	antarvuktimulak:2	antorvuktimulak:2	antarbhuktimulak:1	antarbhuttirmulok:1
অন্তর্ভুক্তির	antarvuktir:2	antorvuktir:2	antarbhuktir:1	antarbhutir:1
অন্তর্ভূক্ত	antarvukta:2	antorvukta:2	antarbhukta:1	antarbhuto:1
অন্তর্ভূক্তি	antarvukti:2	antorvukti:2	antarbhukti:1	antarbhutti:1
অন্তর্ভূক্তির	antarvuktir:2	antorvuktir:2	antarbhuktir:1	antarbhutir:1
অন্তর্মুখী	antarmukhi:2	antormukhi:2	ontormukhi:1
অন্তিম	antim:2	ontim:2	onteem:1
অন্তু	anto:1	antu:1	onto:1	ontoo:1
অন্ত্যেষ্টি	onteshti:2	anteshti:1	antyeshti:1	onteshtee:1
অন্ধ	andho:2	ondho:2	andha:1
অন্ধকার	andhokar:2	ondhokar:2	andhakar:1
অন্ধকারে	andhakare:1	ondhokaare:1	ondhokare:1	ondhokarey:1
অন্ধকারের	ondhokarer:2	andhakarer:1	ondhokaarer:1	ondhokkarer:1
অন্ধকূপ	andhakup:1	ondhokkup:1	ondhokoop:1	ondhokup:1
অন্ধ্র	andhra:2	ondhro:1
অন্ধ্রপ্রদেশ	andhrapradesh:2	ondhroprodesh:1
অন্ধ্রপ্রদেশে	andhrapradeshe:2	andhrapradeshey:1	ondhroprodeshey:1
অন্ধ্রপ্রদেশের	andhrapradesher:2	ondhroprodesher:1
অন্ন	anna:2	anno:2	onno:1
অন্নদামঙ্গল	annadamangal:2	annadamangol:1	onnodamongol:1
অন্নদাশঙ্কর	annadashankar:2	onnodashongkor:1
অন্নপূর্ণা	annapurna:2	onnopurna:1
অন্বেষণ	anneshan:1	anneshon:1	anveshan:1	anveshon:1
অন্য	onno:19	anyo:2	onyo:2	anya:1
অন্যকে	annake:1	annoke:1	anyake:1	anyoke:1
অন্যজন	annajan:2	annojan:2	anyajan:2	annajon:1
অন্যটি	onnoti:3	anyati:1	anyotee:1	anyoti:1
অন্যটির	anyatir:1	anyoteer:1	anyotir:1	onnyotir:1
অন্যতম	onnotama:8	anyatamo:1	anyotomo:1	onnyotomo:1
অন্যতমা	anyatama:1	anyotoma:1	anyotomaa:1	onnyotoma:1
অন্যত্র	anyatro:1	anyotro:1	onnyotro:1	onyotro:1
অন্যদিক	anyadik:1	anyodeek:1	anyodik:1	onnyodik:1
অন্যদিকে	onnodike:4	anyadike:1	anyodeeke:1	anyodike:1
অন্যদের	anyader:2	annader:1	annoder:1	anyoder:1
অন্যন্য	anyanya:2	anyonyo:1	onnonno:1	onyonyo:1
অন্যপ্রান্তে	anyaprante:2	annaprante:1	annaprantey:1	annoprante:1
অন্যভাবে	anyabhabe:3	anyobhabe:1	onnovabe:1
অন্যরকম	annarakam:2	annorakam:2	anyarakam:2	anyorakam:2
অন্যরা	annora:3	annara:2	anyara:2	anyora:2
অন্যরাও	anyorao:2	annarao:1	annorao:1	anyarao:1
অন্যরূপ	annarup:1	annorup:1	anyarup:1	anyoroop:1
অন্যসব	annasab:1	annosab:1	annosob:1	anyasab:1
অন্যান্য	onnyanno:10	ananno:1	annanna:1	annanno:1
অন্যান্যদের	annader:1	annannader:1	annannoder:1	annanyader:1
অন্যান্যরা	annannara:1	annannora:1	annanyara:1	annanyora:1
অন্যের	onner:2	anner:1	anyer:1	aunner:1
অন্যেরা	annera:1	anyera:1	onnera:1	onneraa:1
অপ	apo:2	apa:1	opo:1
অপচেষ্টা	apachesta:1	apocheshta:1	apochesta:1	opochesta:1
অপছন্দ	apachanda:1	apachando:1	apachhondo:1	apachonda:1
অপটিকাল	optical:2	optikal:1
অপটিক্যাল	optical:3	apatikyala:1	apatiqyala:1	apetikyala:1
অপদস্থ	apodastha:1	apodastho:1	opodoshtho:1
অপদেবতার	apodebotar:2	apodebotaar:1	opodebotar:1
অপপ্রচার	apoprachar:2	apoprochar:2	apaprachar:1	apaprochar:1
অপপ্রচারের	apopracharer:2	apoprocharer:2	apapracharer:1	apaprocharer:1
অপবাদ	apobad:2	apobaad:1	opobad:1
অপব্যবহার	apobabohar:1	apobyabohaar:1	apobyabohar:1	opobyabohar:1
অপব্যবহারের	apobaboharer:1	apobyabohaarer:1	apobyaboharer:1	opobyaboharer:1
অপভ্রংশ	opobhrongso:2	opobhronso:2	opovrongso:2	opovronso:2
অপমান	opoman:2	apoman:1
অপমানকর	apomaankar:1	apomanke:1	opomankor:1
অপমানজনক	apomanjanak:2	apomaanjanok:1	apomanjonok:1	opomanjonok:1
অপমানিত	opomanito:2	apomanito:2	apomaanito:1
অপর	apar:5	apor:3	apr:1	aupor:1
অপরকে	aporke:2	aparkay:1
অপরজন	oporjon:3	oporzon:2	ooprojon:1	oporjonn:1
অপরটি	oporti:2	ooproti:1	oportee:1	oportti:1
অপরটিকে	oportike:3	ooprotike:1	oporteeke:1	oporttike:1
অপরটিতে	oportite:3	ooprotite:1	oporteete:1	oporttite:1
অপরদিকে	apardike:2	opordike:2	apardikey:1	apordike:1
অপরপক্ষে	aparpakkhe:2	aporpakkhe:2	aparpakkhey:1	aparpakse:1
অপরাজিত	aparajita:1	aparajito:1	aporaajito:1	aporajito:1
অপরাজিতা	aporajita:2	aparajita:1	aporaajitaa:1	ooporajita:1
অপরাধ	oporadh:2	aporaadh:1	aporadh:1	ooporadh:1
অপরাধমূলক	aparadhmulak:1	aparadhmulok:1	aporadhmulak:1	aporadhmulok:1
অপরাধী	aporadhi:2	aparadhi:1	aporaadhii:1	oporadhii:1
অপরাধীকে	aporadhike:2	aparadhike:1	aparadhikey:1	aporaadhiike:1
অপরাধীদের	aporadhider:2	aparadhider:1	aporaadhiider:1	oporadhiider:1
অপরাধীর	aporadhir:2	aparadhir:1	aporaadhiir:1	oporadhiir:1
অপরাধে	aporadhe:2	aparadhe:1	aparadhey:1	aporaadhe:1
অপরাধের	aporadher:2	aparadher:1	aporaadher:1	oporadher:1
অপরাপর	aporapar:2	aparapar:1	aparapor:1	aporaapar:1
অপরাহ্ন	aporanho:2	aparanha:1	aparanho:1	aporaanho:1
অপরিকল্পিতভাবে	aporikolpitobhabe:2	aporeekolpitobhabe:1	aporikolpitobhaabe:1	oporeekolpitobhabe:1
অপরিচিত	aporichito:2	oporichito:2	aporeechito:1	oporeechito:1
অপরিবর্তিত	aporibortito:2	aparibartita:1	aparibartito:1	aparibortita:1
অপরিবাহী	aporibahi:2	aparibahi:1	aporibahee:1	oporibahi:1
অপরিমিত	aporimito:2	aparimita:1	aparimito:1	aporimita:1
অপরিশোধিত	aporishodhito:2	oporeeshodhito:1	oporishodhito:1
অপরিসীম	aporishiim:1	aporishim:1	aporisim:1	oporishiim:1
অপরিহার্য	aporiharjo:2	aporihaarjo:1	oporiharjo:1	oporiharzo:1
অপরূপ	aporoop:1	aporup:1	aporuup:1	oporup:1
অপরূপা	aporoopa:1	aporupa:1	aporuupaa:1	oporupa:1
অপরের	oporer:2	aporer:1
অপর্ণা	aparna:1	aporna:1	apornaa:1	oporna:1
অপর্যাপ্ত	aparjapto:1	aporjaapto:1	aporjapato:1	aporjapto:1
অপলক	apalok:2	aplak:1
অপশন	option:2	aposhan:1
অপসারণ	oposharon:2	apasaran:1	apasaron:1	aposaran:1
