آؤ	aao:3	aaoo:1	aau:1	aaw:1
آگئے	aagaay:2	aagay:2	aagaye:2	aagaey:1
آگا	aaga:2	aag:1	aagaa:1	aagah:1
آگاه	aagaah:2	aagah:2	agaah:1	agah:1
آگاہ	aagaah:3	aagah:3	agaah:1	agah:1
آگاہی	aagahi:2	aagaahee:1	aagaahi:1	aagahee:1
آگر	aagar:1	agar:1	agra:1
آگرا	agra:4	aagra:2	agaraa:1	agraa:1
آگرو	aagro:1	aagroo:1	aagru:1	agro:1
آگرہ	aagrah:2	aagra:1	agra:1	augrah:1
آگسٹ	august:3
آگسٹس	augustus:2	aagusts:1	augusts:1
آگيا	agaya:2	aagaya:1	aagiya:1
آگھیرا	aaghera:2	agheera:1	aghera:1	aghira:1
آگہی	aagahi:2	agahi:2	agahee:1	agahy:1
آگیا	aagya:2	agya:2	aagaya:1	aagayaa:1
آگیں	aage:1	aagein:1	aagen:1	aageyn:1
آگے	aage:5	aagay:2	aagey:2	age:2
آہ	aah:4	ah:1
آہسته	aahistah:2	aahestah:1	ahistah:1	ahisthah:1
آہستگی	aahistagi:1	aahistgi:1	aahisthagi:1	aahisthgi:1
آہستہ	aahista:2	aahistha:1	ahistah:1	ahithah:1
آہنگ	aahang:2	aahing:2	aaheng:1
آہنگی	aahangi:3	aahangee:1	aahingie:1
آہنی	aahani:2	aahinie:1	aahni:1	aahony:1
آہِ	aahi:2	aah:1	aahe:1	ahh:1
آہٹ	aahat:3	aahut:1	ahat:1
آہیں	aahen:2	aahayn:1	aahein:1	aaheyn:1
آیا	aaya:4	aya:2	aaia:1	aaiya:1
آیات	aaiyath:1	aayat:1	aayath:1	ayaat:1
آیاتو	aaia:1	ayaato:1	ayato:1
آیان	aayan:2	aaiyan:1	aayaan:1	iyan:1
آیت	aayat:2	aayith:1	aith:1	ayat:1
آیتوں	aaithon:1	aayaton:1	aayithon:1	ayeton:1
آیتِ	aaithi:1	aayate:1	aayithi:1	ayety:1
آیتہ	aaitah:1	aayata:1	aayitah:1	ayetah:1
آیتیں	aaiteyn:1	aayatain:1	aayiteyn:1	ayeten:1
آید	aaidh:1	aayad:1	aayidh:1	aid:1
آیزو	aaizo:2	aaizu:1	aezo:1	aizu:1
آیندہ	aainda:1	aayindah:1	ayendah:1	ayinda:1
آیوڈین	iodine:3
آیہ	aayah:2	aaya:1	ayah:1
آیۃ	aayata:1	aayatah:1	aitah:1	ayataa:1
آیی	aayee:2	ayi:2	aayi:1	aye:1
ؤ	wo:2	wa:1
ئ	e:1	i:1	ie:1	ye:1
ئد	eid:1	id:1	yad:1	yed:1
ئر	ir:1	ur:1	yar:1	yir:1
ئش	asha:1	isha:1	sh:1	sha:1
ئم	am:1	em:1	im:1	yam:1
ئنس	anas:1	ens:1	ins:1	yens:1
ئیاں	aiyaan:1	ayyan:1	eyaan:1	iyaan:1
ئیں	aien:1	ain:1	ayin:1	eayen:1
ا	a:3	aoliyawlya:1
اآپ	aap:2	aaap:1	aaup:1
ائتلاف	aitelaaf:1	aitlaaf:1	aitlaf:1	ittalaaf:1
ائر	air:5	aar:1	aer:1
ائربیس	airbase:1	airbees:1	airbis:1	arbees:1
ائرلائن	airline:3
ائمہ	aaimah:2	aayimah:1	aemah:1	ahima:1
ائیر	air:2	aer:1	ayer:1	ier:1
ائیرلائن	airline:3
ائیرلائنز	airlines:3
ائیرویز	airways:3
ائیرپورٹ	airport:3
ائین	aayin:1	aneen:1	ayeen:1	ayin:1
ائے	aaye:1	ae:1	ahy:1
االلہ	allah:2	aallah:1
اب	ab:6	aub:1
ابا	aba:4	abaa:3	abba:1	apa:1
اباؤٹ	about:1	ebout:1	ibout:1
ابابا	ababa:3	ababaa:1
ابابکی	abaabakee:1	ababaki:1	ababaqi:1	ababiki:1
ابابیل	abaabeel:2	ababeel:1	ababil:1
ابار	abaar:2	abar:1
اباسین	abaasen:1	abaseen:1	abasen:1	abasyn:1
اباضی	aabazee:1	aabazi:1	abaazi:1	abazy:1
ابال	abaal:2	ibaal:1	obaal:1	ubaal:1
ابتدا	ibtada:2	abtada:1	ibtadaa:1	ibteda:1
ابتداء	abtadaa:1	abtadau:1	ibtada:1	ibtadaa:1
ابتدائي	abtadaiye:1	ibtadaee:1	ibtadai:1	ibtadayee:1
ابتدائی	abtadaiye:1	ibtadaee:1	ibtadai:1	ibtadayee:1
ابتدائیے	abtadaaye:1	ibtadaaiye:1	ibtadaiye:1	ibtadayay:1
ابتدائے	abtadaey:1	ibtadaaey:1	ibtadaey:1	ibtadayay:1
ابتر	abtar:3
ابتری	abtari:2	abthari:1	ibthari:1
ابتسام	abithsaam:1	abtisam:1	ibastam:1	ibestam:1
ابتلا	abtala:1	abtalaa:1	abthilaa:1	ibtaela:1
ابتک	abtak:3	abtaq:1	abthak:1	ibtek:1
ابجد	abjad:2	ebjed:1	ibjed:1	ibjid:1
ابجدی	abjadee:3	abjadi:3
ابخازيا	abkhaziya:3	abkhazeeya:1	abkhaziyaa:1	ibkhaziya:1
ابد	abad:5	abd:2	abed:1	ibd:1
ابداع	abdaa:3	abdae:1	ibdaa:1
ابدال	abdaal:3	abdal:2	ibdaal:1
ابدالی	abdaali:2	abdali:2	abdalee:1	ibdaali:1
ابداً	abdan:3	abdaan:1	ibdan:1
ابدی	aabadi:1	abadi:1	abdi:1	updee:1
ابدیت	abdet:1	abdiat:1	abdit:1	abdiyat:1
ابر	abar:2	aber:1	abur:1
ابرا	abra:3	abraa:2
ابرار	abrar:6	abraar:3
ابرام	abram:3	abraam:2
ابراهیم	ibraheem:2	ibrahim:2	ibraahim:1
ابراھیم	ibrahim:3	ibraheem:2
ابراھیمی	ibrahimi:3	ibraheemi:1	ibraheme:1
ابراہام	abraham:1	ibrahaam:1	ibraham:1
ابراہم	abraham:2	ibrahim:2	ibraaham:1	ibraham:1
ابراہيم	ibrahim:3	ebraheem:1	ibraheem:1
ابراہیم	ibrahim:7	abrahim:2	ibraheem:2	abrahem:1
ابراہیمی	ibrahimi:3	ibraheemi:1	ibrahimee:1
ابرق	abraq:3	abrak:1
ابرہام	abarhaam:1	abarham:1	abrahaam:1	abraham:1
ابرہیم	ibrahim:2	abrahem:1	abrahim:1	ibarheem:1
ابری	abri:3	abree:2
ابعاد	abaad:3	abad:1	ibaad:1
ابلاغ	ablaag:2	iblaag:2	ablaagh:1	ablag:1
ابلاغِ	ablaage:1	ablaagi:1	ablage:1	albagh:1
ابلاغی	ablaagi:2	ablagi:1	albalaghi:1	iblaagi:1
ابلاغیات	ablaagiat:1	ablaagiyaat:1	ablaghiat:1	ablaghiyat:1
ابلتا	ubalta:3	ubaltaa:2	oobalta:1	oobaltaa:1
ابلتے	ubaltay:2	ubalte:2	ubaltey:1
ابلیس	iblis:2	ablees:1	iblees:1
ابلے	uble:2	ablay:1	able:1	ublai:1
ابن	ibn:4	aban:2	abin:1	abn:1
ابنائے	abnaae:1	abnaay:1	abnaayay:1	abnaaye:1
ابنِ	abni:1	abny:1	ibn:1
ابنی	abni:2	abny:1	ibnee:1
ابنیت	abnet:1	abnit:1	abniyat:1	ibniyat:1
ابو	abu:7	abo:4	aboo:2	ebo:1
ابواب	abwab:2	abuab:1	abvab:1	abwaab:1
ابوالاعلیٰ	abulaala:2	abualaualaa:1	abulala:1
ابوالحسن	abulhasan:3	aboalhasan:1	abolhasan:1	abualhasan:1
ابوالخیر	abulkhair:3	aboalkhair:1	abualkhair:1	abulkhaiir:1
ابوالعباس	abolabaas:1	abualabas:1	abualaubas:1	abulabaas:1
ابوالمعالی	abolmali:1	abualmauli:1	abualmuali:1	abulmaalee:1
ابوالمعانی	abolmaani:1	abolmani:1	abualmuany:1	abualmuni:1
ابوالکلام	abulkalam:2	abolkalaam:1	abolkalam:1	abulkalaam:1
ابوبرزہ	abubarzah:2	abobarzah:1	abubarzuh:1
ابوبکر	abubakar:3
ابوحمزہ	abuhamzah:2	abuhamzuh:1
ابوحنیفہ	abuhaneefah:1	abuhanifa:1	abuhanifah:1
ابوحیان	abuhayan:2	abuhain:1
ابوخالد	abukhalid:3
ابوداؤد	abudaud:2	abudawood:2	abudaood:1
ابودرداء	abudarda:2	abodarda:1	abudardaaa:1
ابوذر	abuzar:6	abuzer:2	aboozar:1	abujar:1
ابوریحان	aburehan:2	aburehaan:1
ابوزید	abuzed:2	abuzid:2
ابوسعید	abusayeed:2	abusaeed:1	abusayid:1
ابوسفیان	abusafian:1	abusafiyan:1	abusafyan:1	abusufiyan:1
ابوسلمان	abusalman:2	abusuleman:2
ابوصالح	abusaleh:2	abusalah:1	abusalih:1	abusaluh:1
ابوعلی	abuali:3	aboali:1
ابوعمرو	abuamru:2	abuumru:2	abuamro:1	abuumroo:1
ابولبابہ	abulababa:2	aboolbaba:1	abulabaaba:1	abulbaba:1
ابومنصور	abumansur:3	abumansoor:2
ابوموسیٰ	abumusaa:2	abumoosa:1	abumoosaa:1	abumusa:1
ابوھریرہ	abuharira:1	abuharirah:1	abuhoraira:1	abuhorera:1
ابویزید	abuyazid:3	abooyazed:1	abooyazid:1	abuyajeed:1
ابویوسف	abuyusuf:3	abooyoosaf:1	abooyoosuf:1	aboyosaf:1
ابّا	abba:4	abbaa:2	aba:1
ابڑو	abro:2	abdo:1	abdoo:1	abdu:1
ابھار	ubhar:2	abhaar:1	abhar:1	ubhaar:1
ابھارا	ubhara:2	abhaara:1	abhara:1	ubhaara:1
ابھارنے	ubharnay:2	abhaarnay:1	abharnay:1	ubharney:1
ابھاروں	abharon:1	abharoo:1	ubharaun:1	ubharon:1
ابھر	ubhar:2	abhar:1	ubher:1
ابھرا	ubhra:2	ubhara:1	ubharaa:1
ابھرتا	ubharta:3	ubherta:1
ابھرتی	ubharti:3	ubhartee:2
ابھرتے	ubharte:2	ubhartay:1	ubhartey:1
ابھرنا	ubharna:3	ubharnaa:1
ابھرنے	ubharne:2	ubharnay:1	ubharney:1
ابھری	abhri:1	ubhaary:1	ubhari:1	ubhri:1
ابھرے	abhrey:1	ubharey:1	ubhary:1	ubhray:1
ابھی	abhi:7	abee:1	abha:1	abhee:1
ابھیجیت	abhijeet:3	abhijet:1
ابھیشیک	abhishek:3
ابھے	abhay:1	abhey:1	ubhe:1	ubhee:1
ابہام	abhaam:2	abham:2	ibhaam:1
ابی	abi:5	abee:2	aba:1	abby:1
ابیب	abib:3	abeb:1	abeeb:1
ابیض	abaiz:1	abez:1	abuse:1	abyaz:1
ابیل	abeel:2	abel:2	abil:1
ابیہ	abia:2	abea:1	abeeyah:1
ابیہا	abeeha:1	abeehaa:1	abehaa:1	abiha:1
ابے	abay:2	abey:1
ات	at:4	ut:1
اتا	ata:2	ataa:2
اتاترک	ataatarak:1	atatark:1	atatarq:1	ataturk:1
اتار	utar:5	utaar:4	atar:3	ataar:2
اتارا	utaara:2	utara:2	atara:1
اتارنے	utarne:2	atarne:1	utarnay:1
اتاری	atari:2	ataree:1	atary:1	utari:1
اتارے	ataray:2	atarey:1	utaray:1	utare:1
اتالیق	ataliq:2	ataleeq:1	italeeq:1	utaliq:1
اتباع	atbaa:1	atbae:1	atbai:1	utbau:1
اتبع	atba:1	atbae:1	atbau:1	utbua:1
اتحاد	atahaad:2	atehad:2	aatahad:1	atahad:1
اتحادوں	athadon:2	ithadon:2	itehadon:1	iteyhadon:1
اتحادِ	athade:2	itehadee:1	itehadi:1	ithade:1
اتحادی	atahadi:1	athadi:1	itehadi:1	iteyhadi:1
اتحادیوں	atahadiyon:1	athadeon:1	athadion:1	itehadiyon:1
اتر	utar:5	atar:4	itar:1	itr:1
اترا	atra:3	utra:2	itra:1
اترائی	atrayi:2	atraye:1	utraaee:1	utrayi:1
اتراکھنڈ	uttarakhand:3	utarakhand:1
اترتا	utarta:2	atarta:1	utarata:1	utarataa:1
اترتی	utarti:2	atarti:1	utaratee:1	utarati:1
اترتے	utartay:2	atarte:1	utaraate:1	utarate:1
اترنا	utarna:2	uterna:2	atarna:1	utherna:1
اترنے	utarnay:1	utarne:1	utarney:1	uternay:1
اتری	utari:2	atri:1	utaree:1	utri:1
اتریں	atrin:2	atrein:1	atren:1	utaren:1
اترے	atray:1	atre:1	utarey:1	utharey:1
اتفاق	ittefaaq:3	ittefaq:3	atafaaq:1	atafaq:1
اتفاقا	ittefaqa:2	ithfakha:1	ithfaqa:1	ittefaaka:1
اتفاقاً	ittefaqan:2	ittafaqan:1	ittefaaqan:1
اتفاقِ	atfaqe:1	itfaqi:1	ittafaqi:1
اتفاقی	atafaqi:1	atfaqe:1	itafaqy:1	itfaqi:1
اتفاقیہ	atafaqiyah:1	atfaqeah:1	itafaqeah:1	ittafaqiah:1
اتل	atal:4	atul:4	ital:2	atool:1
اتم	atam:2	utam:2	itam:1	utm:1
اتمانزئی	atmanzayi:1	atmanzy:1	ethmaa:1	itmanzaye:1
اتن	atan:2	atin:1	etan:1	itan:1
اتنا	itna:3	atna:1	etna:1	itnaa:1
اتنی	itni:3	atni:1	itnee:1	utny:1
اتنے	atnay:2	atne:2	itane:1	itany:1
اتو	atu:2	ato:1	atoo:1	atov:1
اتوار	atwar:3	itwaar:3	etwar:2	itvar:2
اتک	atak:2	atik:1	attack:1
اتھارٹی	authority:4	autharity:1	authoritee:1
اتھارٹیوں	authoritiyon:1	authorityon:1	authorotiyon:1
اتھلیٹکس	athletics:3	athelatics:1	atheletiks:1
اتھلے	athle:2	athele:1
اتی	ati:2	ata:1	atee:1
اتیکا	ataika:1	ateeka:1	atekaa:1	atika:1
اتے	ate:2	atey:2	ite:1
اثاثوں	asaason:2	aasason:1	asason:1	esason:1
اثاثہ	asaasa:3	asaasah:2	asasa:2	asasah:2
اثاثے	aasasey:1	asaase:1	asaasey:1	asasey:1
اثار	asaar:4	asar:4	aasar:2
اثبات	asbaat:3	asbat:1
اثباتی	acbati:1	asbaatee:1	asbati:1
اثر	asar:3
اثرات	asraat:3	asrat:2	acrat:1	asaraat:1
اثرانداز	asarandaaz:2	asarandaz:1	asurandaz:1
اثری	asri:2	asari:1	asry:1
اثنا	asna:4	asnaa:4	asnah:1
اثناء	asnaa:1	asnaau:1	asnau:1	asnay:1
اثنائے	asnaye:2	asnaayay:1	asnaaye:1	asnayae:1
اثیر	aseer:2	acir:1	asir:1
اثیم	aseem:2	aasim:1	acim:1
اج	aj:2	aaj:1	aaz:1
اجا	aja:2	aaja:1	aaza:1
اجابت	ajaabat:1	ajabat:1	ajabit:1	azabith:1
اجارہ	ajaarah:1	ajarah:1	arjara:1	ijaarah:1
اجازت	ijazat:3	ijaazat:2	aijaazat:1	ajazat:1
اجازہ	ijazah:2	ajazah:1	ijaazah:1	ijaza:1
اجازے	ijaaze:2	ajaaze:1	ijaazay:1	ijazay:1
اجالا	ujaalaa:2	ajaalaa:1	ujala:1
اجاڑ	ujaad:2	ujad:2	ajaad:1	ujaar:1
اجاگر	ujagar:2	ajaagar:1	ujaagar:1
اجباری	ajbaari:3	ajbaaree:2	ajbari:1
اجتماع	ijtamaa:2	ajtamaa:1	ijtema:1	ijtemaa:1
اجتماعات	ijtamaat:2	ajtamaauat:1	ajtamauat:1
اجتماعِ	ajtamaai:1	ijatamai:1	ijtema:1	ijtimaaa:1
اجتماعی	ajtamaaee:1	ajtamai:1	ajtamayi:1	ijatamaai:1
اجتماعیت	ijtemaiyat:2	ijtemaiat:1	ijtemayiat:1	ijtimaaaiyat:1
اجتناب	ijtinaab:2	ijtenab:1	ijtinab:1
اجتھاد	ijtahaad:3	ajthaad:1	ijtahad:1	ijtehaad:1
اجتہاد	ijtahaad:2	ajtahaad:1	ijtahad:1	ijtehaad:1
اجتہادی	ajtaahdi:1	ijtaahdi:1	ijtahaadi:1	ijtahadi:1
اجداد	ajdaad:3	ajdad:2	ijdaad:1
اجر	ajar:6	ijar:2	ujar:1
اجرا	ijraa:2	ajraa:1	ijra:1
اجرام	ajram:2	ajaram:1	ajraam:1
اجرامِ	ajarame:1	ajrami:1	tajraami:1	ujram:1
اجرت	ujrat:2	ajrat:1
اجرتوں	ajraton:1	ujarton:1	ujraton:1
اجرتی	ajarti:2	ujrati:1
اجرتیں	ajartein:1	ajartian:1	ujraten:1
اجرک	ajrak:2	ajerk:1	ajurk:1	ijrak:1
اجزا	ajza:3	ajzaa:1	ajzah:1
اجزاء	ajjae:1	ajza:1	ajzaa:1	ajzaae:1
اجزائے	ajzaye:3	ajzaaye:1	ajzahye:1	ajzayay:1
اجسام	ajsaam:3	ajsam:2	azsaam:1
اجل	ajal:3	ajul:1	azal:1	ujal:1
اجلا	ajla:2	ajlaa:2	ujala:1	uzala:1
اجلاس	ajlaas:3	ajlas:3	ijlaas:3	ijlas:3
اجلاسوں	ajlason:2	ajlaason:1	azlason:1	ijlaason:1
اجلہ	ajla:2	ajlaa:1	ajlah:1
اجلے	ajlay:2	ajley:2	ujlay:1
اجماع	ajma:3	ajmaa:3	ijma:2	ijmaa:2
اجمالی	ajmaali:2	ajmali:2	ajmalee:1	ajmaly:1
اجمعین	ajmayin:2	ajmain:1	ajmayean:1	ajmayeen:1
اجمل	ajmal:6	ajmel:1	ajmul:1	azmal:1
اجمیر	ajmer:6	ajmir:3	ajmeer:1	ajmier:1
اجمیری	ajmeri:3	ajmery:1
اجنادین	ajnadin:2	ajnadayn:1	ajnadeen:1	ajnaden:1
اجناس	ajnas:3	ajanas:1	ajnaas:1
اجنالہ	ajnala:3	ajnalaa:1	ajnalah:1
اجنبی	ajnabi:3	ajnaby:2	ajnabee:1
اجوائن	ajvain:1	ajvine:1	ajwain:1	ajwayan:1
اجودھن	ajudhan:3	ajodhan:1	ajoodhan:1
اجودھیا	ajudhia:2	ajudhiya:2	ajodhea:1	ajoodhiya:1
اجڑ	ujad:3	ajad:1	ujaad:1
اجڑتے	aajadate:1	ajadate:1	ajadtey:1	ujadte:1
اجڑی	ujadi:2	ajadi:1	ujadee:1	ujdi:1
اجی	aji:3	ajji:1	ajy:1
اجیت	ajit:3	ajeet:1	ajeeth:1	ajith:1
اجیرن	ajeern:2	ajirn:2	ajeeran:1	ajiran:1
اجین	ajin:3	ajeen:2	anjeen:1
اجے	ajay:6	aje:3	ajai:2	ajey:1
احا	aha:3	ahaa:2
احاديث	ahadees:3	ahadis:3	ahaadees:1
احادیث	ahadis:5	ahadees:3	ahaadees:2	aahaadees:1
احاطوں	ahaaton:2	ahaatoo:1	ahataun:1	ahaton:1
احاطہ	ahata:3	ahaata:2	ahataa:1
احاطے	ahaatay:2	ahatay:2	ahaate:1	ahate:1
احباب	ahbaab:3	ahbab:2	ahbad:1
احبار	ahbar:3	ahbaar:2
احتباس	ahtabas:2	ahtabaas:1	ahtebas:1	ihtabaas:1
احتجاج	ahtajaj:2	aehtajaaj:1	ahtajaaj:1	ehtahaj:1
احتجاجا	ahtajaja:1	ehtajaja:1	ehtejaja:1	ihtajaja:1
احتجاجات	ahtajajat:1	ehtajajat:1	ehtejajat:1	ihtajajaat:1
احتجاجوں	ahtajajaun:1	ahtajajon:1	ahtajjun:1	ahtejajaun:1
احتجاجی	ahtajaji:3	aehtajaajee:1	ahtajajay:1	ahtajajee:1
احتجاجیوں	ahtajajeeyoun:1	ahtajajeon:1	ahtajajion:1	ahtajajiyoun:1
احتراز	ahtaras:1	ahtaraz:1	aitzaz:1	ehtaraaz:1
احترام	ahtaraam:1	ahtaram:1	ehteram:1	ehtiraam:1
احتساب	ehtisaab:2	ahtisab:1	ahtsab:1	ehtesab:1
احتسابی	ahtisabi:1	ahtsabi:1	ehtesaabi:1	ehtisaabi:1
احتشام	ahtasham:3	ahtesham:2	ahtashaam:1	ahteshaam:1
احتلام	ahtelam:1	ahtlam:1	ehtelaam:1	ehtelam:1
احتمال	ahtmal:1	ehtemaal:1	ehtemal:1	ehtimaal:1
احتمالات	ahtmalat:1	ehtemalaat:1	ehtemalat:1	ehtimaalaat:1
احتمالی	ahtmali:1	ehtemaal:1	ehtemal:1	ehtimaali:1
احتمام	ehtemaam:2	ahtmam:1	ehtamaam:1	ehtemam:1
احتیاج	ahtiyaj:2	ahteaj:1	ahtiaj:1	ehteeyaj:1
احتیاط	ahtiat:3	ahtiyat:2	ahteat:1	ahteeaat:1
احتیاطاً	ahtiatan:2	ahteatan:1	ahtiyatan:1	ehtiyaatan:1
احتیاطی	ahtiyati:2	ehtiyaati:2	ahteyati:1
احد	ahad:2	ahed:1	ehad:1
احداث	ahdas:3	ahdaas:2	ahadhas:1	ehdaas:1
احدیث	ahdis:2	ahadhis:1	ahadis:1	ahdees:1
احرار	aheraar:1	aherar:1	ahraar:1	ahrar:1
احراری	aheraree:1	aherari:1	ahraare:1	ahrari:1
احرام	ahraam:4	ahram:2	aharaam:1	aheraam:1
احزاب	ahzaab:2	ahezaab:1	ahezab:1	ahzab:1
احساء	ahsaa:1	ahsaaa:1	ahsau:1	ahsua:1
احساس	ehsaas:2	ehsas:2	ahsaas:1
احساسات	ehsasat:3	ahsasat:2	ehsaasat:2	ehsasaat:2
احساسِ	ehsaas:2	ehsas:2	ehsaasee:1	ehsaasi:1
احسان	ahsan:2	ehsaan:2	ehsan:2	aihsaan:1
احسانات	ahsaanat:1	ahsanaat:1	ehsaanaat:1	ehsaasat:1
احسانی	ehsaani:2	ehsani:2	ahsaani:1	ahsani:1
احساں	ahsaan:2	ahsan:2	ehsaan:1	ehsan:1
احسن	ahsan:5	ahsun:2	ahasan:1	ahson:1
احفاظ	ahfaaz:2	ahfaz:2	ehfaaz:1
احكام	ahkaam:2	ahqaam:1	ehkaam:1
احكامات	ahkaamat:1	ahkamat:1	ehkaamaat:1	ehkamaat:1
احمد	ahmed:8	ahmad:7	ehmad:2
احمدآباد	ahmedabad:2	ahmadabad:1
احمدِ	ahmad:1	ahmade:1	ahmadey:1	ahmadi:1
احمدکی	ahmadki:2	ahmadkee:1	ahmedki:1
احمدی	ahmadi:4	ahmadee:2	ahamadi:1	ahemadi:1
احمدیت	ahmadiat:2	ahmadiyat:2	ahmadeat:1
احمر	ahmar:3	ahmer:1	ahmur:1
احمق	ahmakh:2	ahmaq:1	ahmaqh:1
احمقوں	ahmaqon:4	ahmakhon:2	ahmakon:1	ahmaqhon:1
احمو	ahmu:3	ehmu:2	ahmau:1	ahmoo:1
احناف	ahnaaf:2	ahnaf:2	ehnaaf:1	enough:1
احوال	ahwal:3	ahwaal:2	ahval:1
احياء	aahyaaa:1	ahya:1	ahyaa:1	ahyay:1
احکام	ahkam:4	ahkaam:3	ihkaam:1	ihkam:1
احکامات	ahkamat:3	ihkamaat:2	ihkamat:2	ahkaamaat:1
احکاماتِ	ahakamatee:1	ahakamathi:1	ahkamati:1	ihkamaati:1
احیا	ahya:2	ahaya:1	ahiya:1
احیاء	ahya:2	ahyaa:1	ahyaaa:1	ahyay:1
احیائی	ahyayi:2	ahyaaee:1	ahyayee:1
احیائے	ahyaaey:1	ahyaayay:1	ahyaaye:1	ahyaey:1
احیاے	ahyaaey:1	ahyaayay:1	ahyae:1	ahyaey:1
اخ	akh:3
اخبار	akhbaar:5	akhbar:4	aqbar:1	aqhbaar:1
اخبارات	akhbarat:2	akhbaarat:1	akhbaraat:1	khabarat:1
اخباروں	akhbaron:2	akhbaaroon:1	akhbaroo:1	akhbarun:1
اخباری	akhbari:1	akhbary:1	ekhbaari:1	ekhbari:1
اخت	akhat:2	akht:1
اختبار	akhtabaar:1	akhtabar:1	ikhtebar:1
اختبارات	ikhtebarat:1	ikhteyarat:1	ikhtiaraat:1
اختتام	ikhtataam:2	akhtataam:1	akhtatam:1	ekhtataam:1
اختتامی	akhtatami:2	ikhtatami:2	akhtatamy:1	ekhtatami:1
اختتامیہ	akhtatameeh:1	akhtatamiah:1	ikhtatamia:1	ikhtatamiah:1
اختر	akhtar:3
اختراع	akhtara:1	akhtaraa:1	akhtarae:1	ikhtira:1
اختراعی	akhtarae:1	akhtaraee:1	akhtarai:1	akhtaraye:1
اختصار	akhtasaar:3	akhtasar:2	ekhtasaar:1	ekhtasar:1
اختصاری	akhtasaari:1	akhtasaree:1	akhtasari:1	ikhtisaaree:1
اختصاص	akhtaasas:1	akhtasas:1	ikhtesas:1	ikhtisaas:1
اختلاج	ajatalaaj:1	ajatalaj:1	akhtalaaj:1	akhtalaj:1
اختلاط	ajatalaat:1	ajatalat:1	akhtalaat:1	akhtalat:1
اختلاف	ikhtelaaf:2	ajatalaaf:1	ajatalaaph:1	akhtalaaf:1
اختلافات	ajatalfaat:1	ajatalphaat:1	akhtalaafat:1	akhtalafat:1
اختلافی	aqtalafi:1	aqtalafy:1	ekhtalafi:1	ekhtalaphi:1
اختلف	akhtalaf:1	akhtalaph:1	aqtalaf:1	ikhtalif:1
اختیار	akhtiyar:2	akhtayaar:1	akhtayar:1	ikhtayaar:1
اختیارات	akhtayarat:1	akhtiyarat:1	ekhteyaraat:1	ekhteyarat:1
اختیاراتی	akhtiyarati:1	ikhteyarati:1	ikhtyarati:1
اختیارکرنے	akhtiyarkarney:1	ekhteyarkarne:1	ikhtiyarkarne:1
اختیارکیا	akhtiar:1	akhtiyar:1	ikhtiyaar:1
اختیاری	akhtiary:1	akhtiyaree:1	akhtiyari:1	akhtiyary:1
اخذ	akhaz:2	akhiz:1	akhz:1
اخر	akhar:2	akhir:1	akhr:1	aqar:1
اخراج	akhraaj:2	akhraj:2	ikhraj:2	ikhraaj:1
اخراجات	akhrajat:3	akhrajaat:2	aqrajat:1	ikhraajaat:1
اخراجی	akhraaji:2	akhraji:2	akhrajee:1	ikhraaji:1
اخرب	akhrab:3	ikhrab:1
اخرت	akhrat:2	akhirat:1	akhrut:1	aqrat:1
اخرجات	akharjaat:2	akharjat:1	akhrajaat:1	akhrajat:1
اخروی	akharvy:1	akharwe:1	aqarvi:1	aqarwi:1
اخری	akhri:2	akhry:2	aqri:1
اخفائے	akhfaaye:1	akhfayay:1	akhfaye:1	ikhfae:1
اخلاص	akhlas:2	akhlaas:1	ikhlaas:1	ikhlas:1
اخلاط	akhlaat:1	akhlat:1	aqlat:1	ikhlaat:1
اخلاق	akhlaq:2	akhlakh:1	aqlaq:1	ikhlaaq:1
اخلاقِ	akhlaaque:1	akhlaqe:1	akhlaqi:1	aqlaqi:1
اخلاقی	akhlaaqee:2	akhlaqi:2	akhlaaqui:1	akhlaqy:1
اخلاقیات	akhlaaqiyaat:2	ikhlaqiyat:2	akhlaaqeeaat:1	akhlaqiyat:1
اخند	akhnad:2	aqnad:1	aqnid:1
اخو	akho:2	akhu:2	aqo:1	aqu:1
اخوات	akhvat:1	akhwaat:1	akhwat:1	aqwat:1
اخوان	akhwaan:2	akhvan:1	akhwan:1	aqwan:1
اخوت	akhwat:2	akhoot:1	aqot:1	aqut:1
اخوند	akhoond:2	akhund:2	akhwand:2	akoand:1
اخی	akhi:2	aqi:1	aqy:1
اخیتار	akhiyaar:1	akhteeyar:1	akhtiyar:1	ikhtiar:1
اخیر	akheer:2	akhir:1	akir:1
اد	ad:2	add:1
ادا	ada:5	adaa:2
اداء	ada:1	adaaa:1	adae:1	adah:1
اداؤں	adaon:2	adaaon:1
ادائيگي	adaigi:2	adaaeegee:1	adayegi:1
ادائگی	adaigi:2	adaaigee:1	adaygi:1
ادائیگی	adaaegee:1	adaigi:1	adayegi:1
ادائیگیاں	adaigian:2	adaaegiyaan:1	adahigian:1	adaigiyan:1
ادائیگیوں	adaigion:2	adaaegiyon:1	adahigion:1	adayegion:1
ادات	adaat:1	adat:1	idaat:1
ادار	adaar:1	adar:1	idar:1
ادارت	idaarat:2	idarat:2	adaarat:1	adarat:1
ادارتی	adaartee:1	adarti:1	adarty:1	edaarati:1
اداروں	edaaroon:1	edaron:1	edaroon:1	edaru:1
ادارہ	edarah:2	idaarah:2	edaara:1	edaarah:1
اداریہ	adaariyan:1	adhariyaan:1	idaaria:1	idaariya:1
